iter	Passed	Remaining
479	607	658
480	608	656
481	609	654
482	610	652
483	610	651
484	611	649
485	612	647
486	614	647
487	615	645
488	616	643
489	617	642
490	618	640
491	619	639
492	620	638
493	621	636
494	622	634
495	622	632
496	623	631
497	624	629
498	625	627
499	625	625
500	626	624
501	627	622
502	629	621
503	630	620
504	631	618
505	632	617
506	633	615
507	633	613
508	634	612
509	635	610
510	636	608
511	637	607
512	637	605
513	638	603
514	639	602
515	640	600
516	641	598
517	642	597
518	643	596
519	644	594
520	645	593
521	646	591
522	646	589
523	647	588
524	648	586
525	649	585
526	650	583
527	650	581
528	651	580
529	652	578
530	653	577
531	654	575
532	654	573
533	655	572
534	656	570
535	657	569
536	659	568
537	659	566
538	660	565
539	661	563
540	662	561
541	663	560
542	663	558
543	664	557
544	665	555
545	666	554
546	667	552
547	667	550
548	668	549
549	669	547
550	670	546
551	671	544
552	673	544
553	674	542
554	675	541
555	675	539
556	676	538
557	677	536
558	678	535
559	679	533
560	679	531
561	680	530
562	681	528
563	682	527
564	683	525
565	683	524
566	684	522
567	685	521
568	686	520
569	688	519
570	689	518
571	690	516
572	691	515
573	692	514
574	693	512
575	694	511
576	695	509
577	695	508
578	696	506
579	697	505
580	698	503
581	699	502
582	700	500
583	700	499
584	701	497
585	703	496
586	703	495
587	704	493
588	705	492
589	707	491
590	708	490
591	710	489
592	711	488
593	712	486
594	713	485
595	714	484
596	714	482
597	715	481
598	716	479
599	717	478
600	719	477
601	719	475
602	720	474
603	721	473
604	722	471
605	723	470
606	723	468
607	724	467
608	725	465
609	726	464
610	727	462
611	727	461
612	728	460
613	729	458
614	730	457
615	731	455
616	732	454
617	733	453
618	734	452
619	735	450
620	736	449
621	737	447
622	737	446
623	738	445
624	739	443
625	740	442
626	741	440
627	742	439
628	742	438
629	743	436
630	744	435
631	745	433
632	746	432
633	747	431
634	748	430
635	749	428
636	750	427
637	750	426
638	751	424
639	752	423
640	753	421
641	754	420
642	754	419
643	755	417
644	756	416
645	757	415
646	758	413
647	759	412
648	759	410
649	760	409
650	762	408
651	763	407
652	764	406
653	764	404
654	765	403
655	766	401
656	767	400
657	768	399
658	768	397
659	769	396
660	770	395
661	771	393
662	772	392
663	773	391
664	773	389
665	774	388
666	776	387
667	777	386
668	778	385
669	778	383
670	779	382
671	780	381
672	781	379
673	782	378
674	783	377
675	783	375
676	784	374
677	785	373
678	786	371
679	787	370
680	787	369
681	788	367
682	789	366
683	791	365
684	792	364
685	793	363
686	794	362
687	795	360
688	796	359
689	797	358
690	797	356
691	798	355
692	799	354
693	800	352
694	801	351
695	802	350
696	802	349
697	803	347
698	804	346
699	806	345
700	807	344
701	807	342
702	808	341
703	809	340
704	810	339
705	811	337
706	812	336
707	812	335
708	813	334
709	814	332
710	815	331
711	816	330
712	816	328
713	817	327
714	818	326
715	819	325
716	821	324
717	822	322
718	822	321
719	823	320
720	824	319
721	825	317
722	826	316
723	826	315
724	827	313
725	828	312
726	829	311
727	830	310
728	830	308
729	831	307
730	832	306
731	833	305
732	834	303
733	835	302
734	836	301
735	837	300
736	838	299
737	839	298
738	840	296
739	841	295
740	841	294
741	842	293
742	843	291
743	844	290
744	845	289
745	846	288
746	846	286
747	847	285
748	848	284
749	849	283
750	851	282
751	852	280
752	852	279
753	853	278
754	854	277
755	855	276
756	856	274
757	856	273
758	857	272
759	858	271
760	859	269
761	860	268
762	861	267
763	861	266
764	862	265
765	863	263
766	865	263
767	866	261
768	867	260
769	868	259
770	869	258
771	870	257
772	871	256
773	872	254
774	873	253
775	874	252
776	875	251
777	876	250
778	878	249
779	879	247
780	881	247
781	882	246
782	883	244
783	885	243
784	886	242
785	887	241
786	887	240
787	888	239
788	889	237
789	890	236
790	891	235
791	892	234
792	893	233
793	896	232
794	897	231
795	898	230
796	899	229
797	900	227
798	901	226
799	902	225
800	903	224
801	904	223
802	905	222
803	906	220
804	907	219
805	908	218
806	910	217
807	911	216
808	912	215
809	913	214
810	914	213
811	915	211
812	916	210
813	917	209
814	918	208
815	919	207
816	920	206
817	921	204
818	922	203
819	923	202
820	925	201
821	926	200
822	927	199
823	928	198
824	929	197
825	930	195
826	931	194
827	932	193
828	933	192
829	934	191
830	935	190
831	936	189
832	937	187
833	938	186
834	940	185
835	941	184
836	942	183
837	943	182
838	944	181
839	945	180
840	946	178
841	947	177
842	948	176
843	949	175
844	950	174
845	951	173
846	952	172
847	953	170
848	955	169
849	957	169
850	960	168
851	962	167
852	963	166
853	965	165
854	966	163
855	983	165
856	986	164
857	988	163
858	989	162
859	993	161
860	994	160
861	996	159
862	997	158
863	999	157
864	1002	156
865	1004	155
866	1008	154
867	1009	153
868	1013	152
869	1015	151
870	1018	150
871	1019	149
872	1021	148
873	1023	147
874	1024	146
875	1026	145
876	1027	144
877	1029	143
878	1033	142
879	1035	141
880	1038	140
881	1040	139
882	1042	138
883	1044	137
884	1049	136
885	1050	135
886	1052	134
887	1054	132
888	1055	131
889	1067	131
890	1069	130
891	1072	129
892	1074	128
893	1076	127
894	1080	126
895	1082	125
896	1083	124
897	1085	123
898	1088	122
899	1089	121
900	1091	119
901	1093	118
902	1095	117
903	1096	116
904	1098	115
905	1101	114
906	1103	113
907	1110	112
908	1112	111
909	1114	110
910	1116	109
911	1118	107
912	1120	106
913	1121	105
914	1123	104
915	1126	103
916	1128	102
917	1129	100
918	1131	99
919	1133	98
920	1134	97
921	1137	96
922	1139	95
923	1141	93
924	1142	92
925	1144	91
926	1146	90
927	1148	89
928	1149	87
929	1152	86
930	1155	85
931	1157	84
932	1159	83
933	1161	82
934	1163	80
935	1165	79
936	1166	78
937	1167	77
938	1170	76
939	1174	74
940	1177	73
941	1183	72
942	1184	71
943	1185	70
944	1186	69
945	1188	67
946	1189	66
947	1190	65
948	1191	64
949	1193	62
950	1194	61
951	1195	60
952	1196	59
953	1197	57
954	1200	56
955	1201	55
956	1202	54
957	1204	52
958	1205	51
959	1206	50
960	1207	49
961	1208	47
962	1210	46
963	1211	45
964	1212	43
965	1215	42
966	1216	41
967	1217	40
968	1219	39
969	1220	37
970	1221	36
971	1222	35
972	1223	33
973	1225	32
974	1226	31
975	1227	30
976	1229	28
977	1230	27
978	1232	26
979	1233	25
980	1234	23
981	1235	22
982	1237	21
983	1238	20
984	1239	18
985	1240	17
986	1241	16
987	1242	15
988	1245	13
989	1246	12
990	1248	11
991	1249	10
992	1250	8
993	1251	7
994	1253	6
995	1254	5
996	1255	3
997	1257	2
998	1260	1
999	1262	0
